Label,text_tokens_stemmed,Label NB
positif,cepat mudah respon,positif
positif,moga bantu,positif
positif,terima kasih jobstreet paten,positif
positif,informatif percaya,positif
positif,joss mantabmembantu kerja,positif
negatif,aplikasi eror massa udah juta kirim lamar panggil kerja,negatif
positif,bantu anggur cari kerja,positif
positif,bantu,positif
positif,alhamdulillah sae,positif
positif,aplikasi ok,positif
positif,bermanpaat,positif
positif,muda2han tawar kerja,positif
positif,bagus cari kerja,positif
positif,bantu,positif
negatif,aplikasi eror,negatif
positif,goo banget mudah erti,positif
positif,bagus bantu,positif
positif,bantu mudah orang cari kerja,positif
positif,mantab,positif
positif,bantu,positif
positif,very good,positif
negatif,update akun masuk masuk jobstreet filipina aneh sumpah gimana data cv akun,negatif
positif,bantu,positif
positif,job street saran kerja sasuai bidang dalam,positif
positif,bantu,positif
positif,panggil interview,negatif
positif,alhamdulillah download aplikasi jobstreet panggil usaha terimakasih jobstreet,positif
positif,ga ubah profil ya ganti email susah banget sih tolong baik yaa,negatif
positif,goods aplicationmantabss,positif
negatif,sorry bintang 1 kalo lowong saring engga ya ngelamar dapet ruko pinggir jalan tolong saring kasi anak lulus blom alam udah neng panggil kerja buang bensin buang pas sampe pintain uang tipu,negatif
positif,good,positif
positif,keren,positif
negatif,aplikasi sedia mksdnya bgaiman ya,negatif
positif,good,positif
negatif,sengaja bikin bintang 1 biar bug nya cepet dibenerin guna aplikasi smartphone os android bug mana menscroll riwayat lamar ngescroll jengkel pribadi aplikasi sih bagus developer nya tolong baik ya terimakasih,negatif
positif,bantu cari info lowong kerja,positif
negatif,kandidat yg cari usaha yg yg apply langsung anggap cocok sesuai alam yg panggil kek interview ngobrol,negatif
positif,baik,positif
positif,bantu cari kerja,positif
positif,good,positif
positif,mudah cari jenis kerja sesuai ahli,positif
positif,rekomendaai,positif
positif,bagus,positif
positif,bantu,positif
positif,baik,positif
positif,moga hasil temu kerja,positif
negatif,kasih bintang 1 yaa terima kerja kasih bintang 5,positif
positif,bagus,positif
positif,mantab,positif
positif,lowong kerja jobstreet tarik minat proses aju lamar nya proses cepat terimakasih jobstreet,positif
negatif,error mulu,negatif
positif,mudah informasi yg bantu cari kerja,positif
positif,lowong mudah,positif
positif,senang apk mudah cari kerja go great jobstreet,positif
negatif,gagal unggah cv mulupadahal sinyal bagus,negatif
positif,moga hasil nya lamar,positif
positif,jos butuh kerja,positif
positif,maaf kasih bintang satunotif gabisa buka eror notice,negatif
positif,notif 18112023 aplikasi hilang,positif
positif,bagus cari kerja,positif
positif,manfaat,positif
positif,bagus cuman susah unggah dokumen,positif
positif,cari kerja anti ribet,positif
positif,mudah cari kerja,positif
positif,bagus,positif
positif,neng banget,positif
positif,bagus,positif
positif,bagus,positif
positif,aplk yg bantu cari kerja moga sukses,positif
positif,aplikasi bantu cari kerja,positif
positif,moga kerja jobstreet,positif
positif,bantu rekomendasi lowong kerja,positif
positif,bagus,positif
positif,mantap lowong kerja sesal mendownloadnya,positif
positif,bagus,positif
positif,emudahkan mrncari loker,positif
positif,terimakasih jobstreet informasi lowong kerja,positif
positif,simple cepat,positif
positif,mudah aju aplikasi lamar hamya detik,positif
positif,cocok nyari kerja yg relevan update info terima kasih jobstreet moga konsisten valid informasi putar lowong kerja,positif
negatif,parah semenjak update akun gak masuk akun lagitolong jelasin akun gak,negatif
negatif,lowong panggil lowong ga serius cari2 data doang akal2an hrd aja utk cari tenaga bagus yg bayar murah dah 2 tahun lamar ga yg panggil lowong olx panggil,negatif
positif,good,positif
positif,ok joss,positif
positif,ya bagus,positif
positif,super mudah cari kerja percaya,positif
positif,ok,positif
positif,good,positif
positif,manfaat,positif
positif,good solution for jobs,positif
positif,bantu proses cari kerja,positif
positif,mantabz,positif
positif,ok mantap mudah erti pitut nya sukses jobstreet,positif
negatif,hallo knpa update aplikasi riwayat cari kerja ya terima kasih,positif
positif,jobstreet cepat cari job sesuai butuh kerja,positif
positif,makas jobstreet bantu banget cari peluang kerja update,positif
positif,good informasi,positif
positif,tembus 4,positif
positif,jobstreet is very usefull for job seeker and jobstreet platform is really uses friendly,positif
positif,cocok bingung cari kerja aplikasi,positif
negatif,lamar panggil2 baharu udah terima kerja bintang,negatif
negatif,parah udah naro email jobstreet temu sandi salah cek google,negatif
positif,good support me,positif
positif,aplikasi manfaat cari kerja cari karyawan moga kerja sempat usaha lamar,positif
positif,alam drever 15,positif
positif,ga ganti foto profil,negatif
positif,trima kasih aatas aplikasi moga bermaanfaat teman yg membutuhkanya,positif
positif,like,positif
positif,ok banget,positif
negatif,gk login akun sandi dasar aplikasi sampah goblokkkk,negatif
positif,panggil kerja app nya good,positif
negatif,serius tgl 18 nov aplikasi nya sdh gk ad,negatif
positif,terima kasih jobstreet bantu cari kerja,positif
positif,good information,positif
positif,oke,positif
positif,good information,positif
positif,bantu,positif
positif,muantaps,positif
positif,bagus,positif
positif,mudah,positif
positif,bantu cari kerja,positif
positif,bagus,positif
positif,bagus,positif
positif,aplikasi bantu untul cari kerja,positif
positif,klu kapasitas muat simpan berkhas2d besar lgiterimkasih,positif
positif,bantu temu kerja,positif
negatif,gaguna jan donlot psti nyesel,negatif
positif,ok,positif
positif,ok,positif
positif,bagus,positif
positif,bagus moga dapet kerja,positif
positif,moga cpt dpt kerja yallah,positif
positif,good,positif
positif,nice,positif
positif,good app,positif
positif,bantu,positif
negatif,saran minimal cari filter kerja khusus cari loker smasmk mudah cari lowong kerja kalo tambah fitur usaha usaha sesuai kriteria lamar usaha wajib kasih terang cocok ya kasih terang cocok banyak lamar status terima jelas,positif
positif,aplikasi manfaat,positif
positif,bantu,positif
positif,bagus,positif
positif,bagus,positif
positif,bantu sukses,positif
positif,not bad,negatif
positif,ok,positif
positif,aplikasi bagus cari lowong kerja,positif
positif,mantap apk nya,positif
negatif,banyak lowong fiktif ga lowong kadaluwarsa aja posting,negatif
positif,cari kerja bagus,positif
positif,rekomendasi ajang cari kerja,positif
positif,good,positif
positif,aplikasi keren mudah cari kerja lamar usaha sesuai kualifikasi,positif
positif,bantu cari kerja,positif
positif,nice tp sedia lowong kerja kaya jarang buka akun bgt proses recruitment nya,positif
positif,muas,positif
positif,yes oke,positif
positif,aplikasi yg bagus,positif
positif,,positif
negatif,data bocor aplikasi hati2 aja,negatif
positif,bantu,positif
positif,kembang,positif
positif,,positif
positif,responsif lamar kerja,positif
positif,bagus,positif
positif,mantap,positif
positif,bantu,positif
positif,moga kerja halal berkah,positif
positif,moga manfaat,positif
positif,user experience simple bantu,positif
positif,good job,positif
positif,jos,positif
positif,bantu,positif
positif,,positif
positif,bagus loker tinggal pilih ahli kitamudah gampang lamar jobstreet,positif
negatif,nya kerja serius yg terima,positif
positif,lumayan,positif
positif,temu loker job street,positif
positif,good,positif
positif,bagus cari kerja,positif
positif,pakai aplikasi bantu benar2 hubung usaha apply lamar moga ajah benar2 bukti aplikasi loker recommended,positif
positif,bantu,positif
positif,bantu,positif
positif,lumayan bagus,positif
positif,lowong kerja lengkap update usaha tayang peluang sempat sesuai posisi butuh,positif
positif,bantu cari lowong kerja,positif
positif,one loveeee,positif
positif,bantu banget,positif
positif,friendly to use real time update moga berkah smua amin,positif
positif,bantu,positif
positif,bantu,positif
positif,mantap,positif
positif,how effort this site app,positif
positif,mantap,positif
positif,kirim cv mudah,positif
positif,good,positif
positif,pilih,positif
positif,,positif
positif,bantu aplikasi,positif
positif,crew leader pt reckitt benckiser indonesia operator pt meiwa indonesia operator pt sumiden serasi wire prodact,positif
positif,moga untung kawan,positif
positif,bagus,positif
positif,moga rezeki aamiin,positif
positif,pakai bahasa indonesia mudah,positif
positif,mudah,positif
positif,ok,positif
negatif,parahh cuman loading doang ngk buka apaapa,negatif
negatif,bantu terimakasih jobstreet bom dapet kerja jobstreet,positif
positif,bantu cari loker yg percaya,positif
positif,good,positif
positif,bantu,positif
positif,good apk,positif
positif,bantu terima kasih,positif
positif,mantap,positif
positif,manfaat,positif
positif,bagus bantu cari eja,positif
positif,moga rezeki terima apply lamar,positif
negatif,mudah susah gapay lamar iqhtiar nihil sesuai harap,positif
positif,,positif
positif,suka aplikasi jobstreet mudah cari kerja lamar pangilan interview proses usaha terimakasi,positif
positif,jobstreet bantu cari kerjasemoga kembang terimakasih jobstreet,positif
negatif,jobstreet area singapore,negatif
positif,bantu top,positif
positif,bantu bnyk info lowong kerja sesuai skil mampu,positif
positif,ok,positif
negatif,gk buka aplikasi,negatif
negatif,download aplikasi ratus lamar sy applygk ad yg lolos sy udh cari referensi cv ehh ttp aj gk lirik,negatif
positif,bantu,positif
positif,good,positif
negatif,apk ga,negatif
positif,mudah cari kerja,positif
positif,bantu,positif
negatif,jobstreet bagus cari posisi spesialisasi akurat cari posisi branch manager spesialisasi sales posisi spesialisasi loker hrd manager salesman posisi tolong baik filter cari klo cari posisi branch manager sales manager ya posisi posisi terimakasih,positif
positif,,positif
positif,ok,positif
positif,mudah cari kerja sesuai ahli,positif
positif,lowong kerja lamar gak panggil punemang susah ya ngelamar jobstreet usaha jarak gak tinggal,negatif
positif,karna peluang kerja,positif
positif,oke,positif
positif,mudah cari kerja,positif
positif,good,positif
positif,bantu sekalia moga data loker yg diupload sesuai informasi lowong,positif
positif,jos gandos,positif
positif,good,positif
positif,good,positif
positif,joobstreet bantu,positif
positif,ok,positif
positif,brmanfaat org yg mncari pkerjaan moga smkin aktf dlm mmbgi info lowong pkerjaan,positif
positif,oke,positif
positif,senang nya,positif
positif,informatif,positif
positif,nice,positif
positif,bantu informasi lowong kerja,positif
positif,praktis mudah2an panggil kerja,positif
negatif,payah kaga info lowong update hilang,negatif
positif,bantu cari loker sukses,positif
positif,bagus,positif
positif,moga bantu boss,positif
positif,moga kerja jobstreet,positif
positif,ok,positif
positif,bantu user interface sederhana buat nyaman,positif
positif,bagus bantu,positif
positif,good,positif
positif,bantu,positif
positif,bagus,positif
positif,bagus kadang lambat refresh,positif
negatif,validasi email gagal padhal email ganti ganti akibat lamar kerja apa2,negatif
positif,ok,positif
positif,ok,positif
positif,mantap,positif
negatif,o 9,positif
positif,good verry well verry good afternoon,positif
positif,bagus,positif
positif,bagus manfaat,positif
positif,mantap,positif
positif,semenjak download cari kerja jobstreet sampe gak 1 lamar yg terima,negatif
positif,ok,positif
positif,impormasi respon cepat,positif
positif,mudah cari kerja,positif
positif,bes oktimal,positif
positif,mantap,positif
positif,mudah2an terima amin,positif
positif,mudah2xx ya tembus cv,positif
positif,ok,positif
positif,baik poko nya sayah blm dapet panggil kerja dri sampe aplikasi inih tpi sayah bkl usaha mudahhan dapet inih,positif
positif,bantu,positif
positif,mudah jangkau lowong kerja,positif
positif,top,positif
positif,bagus,positif
positif,platform cari kerja jobstreet teman rekan juang kerja sesuai fassion moga depan platform jobstreet bantu kurang angka anggur mudah cari kerja goodluck sehat teamwork jobstreet i love you all,positif
positif,,positif
positif,good,positif
positif,ok,positif
positif,mudah lamar kerja jaman milenial,positif
positif,bagus tambah feature filter experience cari,positif
positif,bantu,positif
negatif,sumpah lot banget beda bgt versi,negatif
positif,bagus,positif
positif,good and easy for apply,positif
negatif,emang parah aplikasi kedok pencaker eh ujung ujung seret yayasan ptktt pulo gebang interview nya kayak upah sekian sekian sedia sragam ujung ujung suruh bayar member 15 juta miris domisili tangerang tempat tangerang kantor tangerang kerja sesuai yg janji ob gaji 15 juta umr,negatif
negatif,server philippine,negatif
positif,very useful app,positif
positif,bantu,positif
positif,lumayan bantu,positif
positif,gudd app cause easy way to use,positif
positif,moga kerja,positif
positif,simpel mudah,positif
positif,nice,positif
negatif,habis update masalah notid muncul saaat buka aplikasicoba sesaatini sdh bgini riwayat lamar hilang asswwwww,negatif
positif,moga manfaat lowong kerja nya bs percaya,positif
positif,manfaat,positif
positif,aplikasi bantu cari peluang kerja terupdate,positif
positif,updtodate new jobs,positif
negatif,kanapa update gagal loading,negatif
positif,apk yamg bagus,positif
positif,mantap,positif
positif,bagus,positif
positif,ko aplikasi jobstreet jobstreet express beda resmi beda tolong,negatif
positif,mantap,positif
positif,good,positif
negatif,update lamar kerj,negatif
positif,ok aja tinggal leletny,positif
positif,bagus,positif
positif,niceee,positif
positif,bagus,positif
positif,good,positif
positif,good,positif
positif,aplikasi bantu caker cepat download sabar moga rezeki,positif
positif,bantu cari lowong kerjamantaaaap,positif
positif,cepat mudah moga manfaat pencark kerja,positif
positif,mudah,positif
negatif,profile g buka bikin email gmana coba,negatif
positif,usaha tambang pasir besi ntb admin cari kerja,positif
positif,bagus d,positif
positif,update login bilang negara filipina indonesia sedia,negatif
positif,mudah cepat,positif
positif,bismilah,positif
positif,lamar mudah bantu,positif
positif,mudah cari lokertambahin bintang kalo d terima kerja,positif
positif,mantap,positif
positif,,positif
negatif,mohon cek salur min aduh tipu tmn tipu lokasi memposting lowong jobstreet aduh gimana si mohon baik rugi,negatif
positif,bagus,positif
positif,update,negatif
positif,bantu,positif
negatif,selesai update ga login sih parah,negatif
positif,good,positif
positif,bantu cari kerja,positif
positif,bagus,positif
positif,aplikasi bagus lowong kerja yg ga abal manfaat,positif
positif,kerja,positif
positif,oke good,positif
positif,bantu cari kerja mudah syarat nya,positif
positif,baguuusussss,positif
positif,coba selagi pilih opsi kerja cepat respon panggil interview sih ya sanggup kualifikasi terima tidak,positif
positif,aplikasi aplikasi uang tawar gambar lamar binghung usaha gerak bidang gambar,negatif
positif,bagus,positif
positif,bantu cari kerja,positif
positif,ok mohon lg info kerja putar collection,positif
negatif,validasi gagal hapus akun gak,negatif
positif,senang,positif
negatif,aplikasi gajelas suruh validasi email gaada email masuk udah suruh upload foto maksimal 20 kb kocakk,negatif
positif,update an baru ngbug gavisa edit profil,positif
positif,diam,positif
positif,terima kasih bantu mudah cari lowong kerja,positif
positif,bantu juang cari kerja,positif
positif,udah update gabisa buka aplikasi,negatif
positif,oke,positif
positif,loker sesuai yg harap dsb,positif
positif,bagus,positif
positif,simple mudah utk cari lowong kerja,positif
positif,bantu blum job ikhtiar,positif
positif,ok parpenja,positif
positif,bantu lamar kerja,positif
positif,keren,positif
positif,good,positif
positif,good,positif
positif,kasih bintang 5 jobstreetkarena aplikasi rekom bangeeeet,positif
positif,aplikasi recommended bgt cari kerja,positif
positif,mantap jiwa,positif
positif,bantu,positif
positif,kasih bintang 4 masuk limit apply kerja 200bulan evaluasi baik laku unlimited jobseek apply banyak batas kerja info aplikasi batas kuantitas apply lowong kerja terima kasih,positif
negatif,login aja susah,negatif
positif,okokokok,positif
positif,mudah,positif
negatif,tf 30 rb hubung cv lamsran jobstreet tdk unjuk nya hasil aplikasi nya,negatif
positif,sanga bagus bantu mudah info loker,positif
positif,bagus,positif
negatif,apk beneran ga si ko ngelamar puluh kali ga dapet kerja apk aneh banget interview online aja ga hadeh bodoh publik kah,negatif
positif,bantu,positif
positif,mudah cari loker,positif
positif,aplikasi bagus bayak lowong yg tersediia,positif
positif,terima kasih,positif
positif,mudah cepet info lowong,positif
positif,tampil enak,negatif
positif,,positif
negatif,lg diupgrade app nya tp,negatif
negatif,apply lamar kerja download app fungsi app,negatif
positif,ok,positif
positif,ok,positif
positif,mudah,positif
positif,mantap,positif
positif,moga rezeki jobstreet aamiin,positif
negatif,banget lemon ulur,negatif
negatif,aplikasi hoax info minim lamar susah kirim cv gagal terusmemperkaya aplikasi yg fungsi,negatif
positif,terima kasih,positif
positif,ok,positif
positif,,positif
positif,bagus,positif
positif,utk lowong nya bagus profesionalnamun hasil lamar yg nyangkut,positif
positif,good,positif
positif,bantu terima kasih,positif
positif,bantu mudah,positif
positif,mudah,positif
positif,bantu,positif
negatif,,positif
positif,mudah cari jenis kerja sesuai ahli bintang 4 yaa kaa alam benar lowong,positif
positif,bantu,positif
positif,bagus,positif
positif,cari temu kerja sesuai background bagus cari kerja papar skripsi posisi lamar sesuai kriteria lamar,positif
positif,moga mudah cari kerja,positif
positif,good aplikasi informasi lowong kerja,positif
positif,mantap aplikasi mudah,positif
positif,cocok nyari2 kerja nihh hnya gelar s1 ajh tpi lulus smk,positif
negatif,pt ga skrg jobstreet yg ujung duit,negatif
positif,moga kerja apk god bless,positif
positif,suka aplikasi inisuami kerja jobstreet alhamdulillah moga kerja,positif
positif,bantu,positif
positif,good job,positif
positif,bismillah komisaris,positif
negatif,member prorioritas,negatif
positif,blm dpt kerja dri aplikasi moga cepet dpt ya amin,positif
positif,baik,positif
positif,apply lamar mudah sederhana,positif
positif,tolong aplikasinx baik knpa buka smpai tgl 10 agustus 2022 skrg udh 2023 oktober gmna sichh gk,negatif
positif,bantu,positif
negatif,lamar alih aplikasi jobstreet pada kah,negatif
negatif,guna mending olx lamar dsini gak yg respone,negatif
positif,butuh informasi loker cepat info,positif
positif,4 bintang alam sy sih aplikasi belaum panggil kerja sy kerja sisni sy kasih 5 bintang,positif
positif,impossible,positif
positif,mntap,positif
positif,good bantu,positif
negatif,gatau apk nya gabagus lamar arah apk inti gak bagus,negatif
positif,bagus,positif
negatif,parah ni aplikasi selesai update banyak loading lambat ngecek cv yg udh upload aja gabisa suruh install aplikasi ecek dokumen udh pindah tab menu aja loading yg device mumpuni versi kemaren kaya ga gin gin,negatif
negatif,notifikasi telat ga aplikasi ghosting kerja yg iklan check hah payah,negatif
positif,keren,positif
positif,bagusbanyak loker,positif
positif,good,positif
positif,bagus loker yg butuh,positif
positif,bantu orng anggur,positif
positif,good,positif
positif,bantu lowong kerja,positif
negatif,ga nyaman erorbanyak penipuandan tolong hapus akun sayathanks,negatif
positif,kasih bintang 4 dechmasuknya mudah moga hasil bagus muas salam sukses,positif
negatif,sekian loker panggil notif aplikasi nya sih terima kabar lanjut maksud notif terima,negatif
positif,aangat bantu cari pkerjaan inginlan,positif
positif,ok,positif
positif,bantu cari kerja,positif
positif,good application,positif
positif,moga yg nerima karna cari kerja susah,positif
positif,apikasi bantu jobseker,positif
positif,ucap good bye aplikasi uda gabisa buka,positif
positif,bantu cari kerja posisi,positif
positif,bermamfaat cari kerja,positif
negatif,maaf min apk ngga ya,negatif
positif,bantu,positif
positif,kesan bantu,positif
positif,coba dlu,positif
positif,ok,positif
positif,aplikasi mudah cari kerja,positif
positif,,positif
positif,mudah jadi wacana hasil moga antara temanteman temu kerja sesuai harap,positif
positif,kerja cuman proses tunggu,positif
positif,bantu,positif
negatif,usaha uang,negatif
positif,bantu,positif
negatif,ya terang aplikasi sedia 28 oct 2023,negatif
positif,mantap banget,positif
positif,ok,positif
positif,moga bantu,positif
positif,bantu cari kerja kerja download aja bulan dapet job jamin,positif
positif,kastiwi,positif
positif,bantu utk cari lapang kerja,positif
positif,baik,positif
positif,bantu cari kerja,positif
positif,very good,positif
positif,good,positif
positif,ok,positif
positif,bantu,positif
positif,,positif
positif,membtu solusi cari kerja,positif
positif,keren job portal mudah jangkau pilih lowong,positif
positif,bagus,positif
positif,mantul,positif
positif,bgus,positif
positif,bantu,positif
positif,mudah nyari kerja aplikasi inj,positif
positif,bantu lamar blom adavyg meresponse positif jenjang terima,positif
positif,aplikasi bantu cari lowong kerja sukses slalu aplikasi jobstreet,positif
positif,bantu,positif
positif,mantap,positif
positif,jobstreet mantap top gandos markotopterima kasih jobstreet bantu lowong kerja inisemoga maju sukses jobstreet,positif
positif,moga berkah aminn ya robb,positif
positif,terimakasih good jobs,positif
positif,mudah,positif
positif,ok,positif
positif,bagus,positif
positif,bantu cari kerja,positif
positif,berkat jobstreet udh dpt kerja sblm nya kali dpt panggil interview bulan cakeppp parah,positif
positif,mantap,positif
positif,muas,positif
negatif,ga panggil capek ngelamar aja,negatif
positif,mudah cari pekaerjan suka,positif
positif,good,positif
positif,bagus banget,positif
positif,good,positif
positif,26102023 aplikasi dibukadi maintenancesampai,positif
positif,thank,positif
negatif,tolong tindak lanjut cermat banget loker tipu,negatif
negatif,bantu lanjut nya,positif
positif,cepat respon,positif
positif,mantap bantu terimakasih sukses,positif
negatif,usaha palsu tipu yg kerja jobstreet rugi,negatif
positif,bagus,positif
positif,apk nya bagus,positif
positif,,positif
positif,nice application,positif
positif,guna manfaat,positif
positif,saring lgi biar kgk ad tipu,positif
positif,sanagat mudah dalammelamar kerja,positif
positif,bantu cari kerja sesuai bidang mati,positif
positif,terima kasih,positif
positif,manfaat bnget,positif
positif,batu informasi,positif
positif,aplikasi saran pencaker informasi lowong kerja mudah tawar kerja compatibel tingkat kembang fitur ya jobstreet,positif
positif,emang bagus apk nya,positif
positif,ok,positif
positif,bantu,positif
positif,alhamdulillah apk mudah info open recruitment,positif
positif,tolong update utk area cari lokernya all jakarta semuakalo wilayah sesuai domisili cari kerjacontoh dki jakarta 4 wilayah selatanutaratimurbarat yg luar jakarta jawa barat wilayah sesuai kota nya masing2 area saring usaha hoax cantum lokerdiwajibkan real loker terims kasih,positif
positif,jos,positif
positif,moga manfaat amanah jendela orang,positif
positif,bantu,positif
positif,mantaaaap,positif
positif,mwmbantu,positif
positif,good,positif
positif,keren bantu,positif
positif,good,positif
positif,mantap,positif
positif,mantil mantap betil,positif
positif,bantu,positif
positif,lancar job situs,positif
positif,manfaat,positif
negatif,urus mudahjika kerja 5 bintang,negatif
positif,bagus bantu,positif
positif,mantap bosque,positif
positif,loker update,negatif
positif,mudah simple,positif
positif,mantap bantu,positif
negatif,uda install buka warna putih tulis blank 5x install blank putih aja,negatif
positif,moga cpt2 pejerjaan,positif
positif,mantap,positif
positif,bantu thanks jobstreet,positif
positif,ok,positif
negatif,aplikasi buka ambil langkah hadir tingkat aplikasi sedia 5 am thu 10 agustus 2022maaf ketidaknyamanan,negatif
positif,apk jobstreet buka,negatif
positif,moga dapatkanpekerjaan,positif
positif,bantu cari lowong kerja,positif
positif,bantu cari lowong kerja,positif
positif,baik informasi lowong kerja,positif
positif,bagus bantu,positif
positif,good,positif
positif,bagus,positif
positif,mantep langsung dapet kerja,positif
positif,bantu,positif
positif,moga cpt dpt kerja amin,positif
positif,lamar kerja jobstreet terima kerja,positif
positif,bantu cari kerja relevan latar didik alam,positif
positif,min notif tgl 28 oktober sedia baik hapus aplikasi,negatif
positif,bantu cari kerja,positif
positif,ok,positif
positif,ok bgt,positif
positif,good wish me luck,positif
positif,bantu oleh sempat berkarir,positif
positif,maju,positif
positif,terima kasih jobstreet bantu info lowong kerja,positif
positif,apk mudah lamar,positif
positif,bantu sayaterima kasih,positif
positif,bom alam terima kerja jobstreet sih moga dapet deh coba,positif
positif,memuasakam,positif
positif,bagus bantu,positif
negatif,jobstreet bagus deh kayak nya sekrg kayak kualitas nya notif muncul tgl 28 aplikasi wahh gimana moga baik ya,negatif
positif,bantu cari kerjs,positif
positif,kadang suka error,positif
positif,mantap,positif
positif,notif aplikasi klo jobstreet sedia 28 october jelas,positif
positif,info usaha butuh,positif
positif,good jobs,positif
positif,kasih 4 karna ad yg masuk minggu usaha,negatif
positif,mantabb,positif
negatif,filter indexing sesuai sulit cari lowong sesuai minat,positif
negatif,info loker jobstreet yg respon lamar sesuai kriteria interview langsung tolak,positif
negatif,pertnyakan loker2 yg post joobstreet,negatif
positif,mantab,positif
positif,bagus apknyasemoga,positif
negatif,byk loker palsu dh make apk sampe skrg blom dpt kerja,negatif
positif,buka aplikasi jobstreet muncul tulis aplikasi 28 oktober 2023 aplikasi bantu cari lowker,positif
positif,bantu yg alam katena sedia informasi lowong kerja,positif
positif,bantu cari kerja,positif
positif,jobstreet kontribusi butuh referensi kerja moga kontribusi sukses,positif
positif,bagus,positif
positif,oke,positif
negatif,,positif
positif,apply lamar mudah moga nyantol ya bintang,positif
positif,bagus bantu cari info kerja,positif
positif,moga dapet kerja,positif
negatif,eror muat ulang gel hapus data susah panggil ya haha 200 lamar ga panggil pdhl sesuai kualifikasi,negatif
negatif,masak sdh ngelamar lowong sederhana 30 usaha buka aja nggak lamar hahahaha ngelawak aplikasi,negatif
positif,mambantu,positif
positif,bantu,positif
negatif,dibatasin tulis batas maksimal si,negatif
positif,bantu cari kerja,positif
positif,ok,positif
positif,mantap,positif
positif,lumayan bagus ngebantu,positif
positif,layan baik,positif
positif,mantap,positif
positif,ok,positif
positif,bantu cari loker,positif
positif,terimakasih jobstreet,positif
