content,score,clean_text,token,stopword_removal,stemming
Gak jelas aplikasi nya pengen ngeliat yang dilamar gak bisa kebuka,1,gak jelas aplikasi nya pengen ngeliat yang dilamar gak bisa kebuka,"['gak', 'jelas', 'aplikasi', 'nya', 'pengen', 'ngeliat', 'yang', 'dilamar', 'gak', 'bisa', 'kebuka']","['gak', 'jelas', 'aplikasi', 'nya', 'pengen', 'ngeliat', 'dilamar', 'gak', 'kebuka']","['gak', 'jelas', 'aplikasi', 'nya', 'ken', 'ngeliat', 'lamar', 'gak', 'buka']"
Keren,5,keren,['keren'],['keren'],['keren']
Tidak bisa akses jobstreet di website maupun di aplikasi,3,tidak bisa akses jobstreet di website maupun di aplikasi,"['tidak', 'bisa', 'akses', 'jobstreet', 'di', 'website', 'maupun', 'di', 'aplikasi']","['akses', 'jobstreet', 'website', 'maupun', 'aplikasi']","['akses', 'jobstreet', 'website', 'maupun', 'aplikasi']"
"ya Allah banyak bgt loker palsu, penipuan, ngeselin bgt. ada juga yg nulis fasilitas gak ngotak. serius deh di jaman sekarang ini segala platform kok isinya orang jahat semua. tolong donk dimanage apa gimana gt biar yg naroh loker beneran ada. bukan perusahaan fiktif yg kalo dimasukin gmaps malah isinya aneh2 developer gercep nanggepin.",4,ya allah banyak bgt loker palsu penipuan ngeselin bgt ada juga yg nulis fasilitas gak ngotak serius deh di jaman sekarang ini segala platform kok isinya orang jahat semua tolong donk dimanage apa gimana gt biar yg naroh loker beneran ada bukan perusahaan fiktif yg kalo dimasukin gmaps malah isinya aneh developer gercep nanggepin,"['ya', 'allah', 'banyak', 'bgt', 'loker', 'palsu', 'penipuan', 'ngeselin', 'bgt', 'ada', 'juga', 'yg', 'nulis', 'fasilitas', 'gak', 'ngotak', 'serius', 'deh', 'di', 'jaman', 'sekarang', 'ini', 'segala', 'platform', 'kok', 'isinya', 'orang', 'jahat', 'semua', 'tolong', 'donk', 'dimanage', 'apa', 'gimana', 'gt', 'biar', 'yg', 'naroh', 'loker', 'beneran', 'ada', 'bukan', 'perusahaan', 'fiktif', 'yg', 'kalo', 'dimasukin', 'gmaps', 'malah', 'isinya', 'aneh', 'developer', 'gercep', 'nanggepin']","['allah', 'banyak', 'bgt', 'loker', 'palsu', 'penipuan', 'ngeselin', 'bgt', 'yg', 'nulis', 'fasilitas', 'gak', 'ngotak', 'serius', 'deh', 'jaman', 'sekarang', 'segala', 'platform', 'kok', 'isinya', 'orang', 'jahat', 'semua', 'donk', 'dimanage', 'apa', 'gimana', 'gt', 'biar', 'yg', 'naroh', 'loker', 'beneran', 'bukan', 'perusahaan', 'fiktif', 'yg', 'kalo', 'dimasukin', 'gmaps', 'malah', 'isinya', 'aneh', 'developer', 'gercep', 'nanggepin']","['allah', 'banyak', 'bgt', 'loker', 'palsu', 'tipu', 'ngeselin', 'bgt', 'yg', 'nulis', 'fasilitas', 'gak', 'ngotak', 'serius', 'deh', 'jaman', 'sekarang', 'segala', 'platform', 'kok', 'isi', 'orang', 'jahat', 'semua', 'donk', 'dimanage', 'apa', 'gimana', 'gt', 'biar', 'yg', 'naroh', 'loker', 'beneran', 'bukan', 'usaha', 'fiktif', 'yg', 'kalo', 'dimasukin', 'gmaps', 'malah', 'isi', 'aneh', 'developer', 'gercep', 'nanggepin']"
Udah punya akun dan udh biasa pake apk ini tp smlm pas login gabisa malah eror dan smpe skrg gabisa dipake akunnya cobq bkin akun baru gabisa aneh ni apk,1,udah punya akun dan udh biasa pake apk ini tp smlm pas login gabisa malah eror dan smpe skrg gabisa dipake akunnya cobq bkin akun baru gabisa aneh ni apk,"['udah', 'punya', 'akun', 'dan', 'udh', 'biasa', 'pake', 'apk', 'ini', 'tp', 'smlm', 'pas', 'login', 'gabisa', 'malah', 'eror', 'dan', 'smpe', 'skrg', 'gabisa', 'dipake', 'akunnya', 'cobq', 'bkin', 'akun', 'baru', 'gabisa', 'aneh', 'ni', 'apk']","['udah', 'punya', 'akun', 'udh', 'biasa', 'pake', 'apk', 'tp', 'smlm', 'pas', 'login', 'gabisa', 'malah', 'eror', 'smpe', 'skrg', 'gabisa', 'dipake', 'akunnya', 'cobq', 'bkin', 'akun', 'baru', 'gabisa', 'aneh', 'ni', 'apk']","['udah', 'punya', 'akun', 'udh', 'biasa', 'pake', 'apk', 'tp', 'smlm', 'pas', 'login', 'gabisa', 'malah', 'eror', 'smpe', 'skrg', 'gabisa', 'dipake', 'akun', 'cobq', 'bkin', 'akun', 'baru', 'gabisa', 'aneh', 'ni', 'apk']"
"Pengembang aplikasi tidak merespon review secara benar dengan topik dan hanya menjawab dengan robot. Fitur filter ""urutkan berdasarkan"", dan ""Tanggal posting""sebaiknya ditampilkan pada awal pencarian. Tolong tingkatkan kualitas isi lowongan dengan standarisasi detail lokasi perusahaan yang jelas",1,pengembang aplikasi tidak merespon review secara benar dengan topik dan hanya menjawab dengan robot fitur filter urutkan berdasarkan dan tanggal postingsebaiknya ditampilkan pada awal pencarian tolong tingkatkan kualitas isi lowongan dengan standarisasi detail lokasi perusahaan yang jelas,"['pengembang', 'aplikasi', 'tidak', 'merespon', 'review', 'secara', 'benar', 'dengan', 'topik', 'dan', 'hanya', 'menjawab', 'dengan', 'robot', 'fitur', 'filter', 'urutkan', 'berdasarkan', 'dan', 'tanggal', 'postingsebaiknya', 'ditampilkan', 'pada', 'awal', 'pencarian', 'tolong', 'tingkatkan', 'kualitas', 'isi', 'lowongan', 'dengan', 'standarisasi', 'detail', 'lokasi', 'perusahaan', 'yang', 'jelas']","['pengembang', 'aplikasi', 'merespon', 'review', 'benar', 'topik', 'menjawab', 'robot', 'fitur', 'filter', 'urutkan', 'berdasarkan', 'tanggal', 'postingsebaiknya', 'ditampilkan', 'awal', 'pencarian', 'tingkatkan', 'kualitas', 'isi', 'lowongan', 'standarisasi', 'detail', 'lokasi', 'perusahaan', 'jelas']","['kembang', 'aplikasi', 'merespon', 'review', 'benar', 'topik', 'jawab', 'robot', 'fitur', 'filter', 'urut', 'dasar', 'tanggal', 'postingsebaiknya', 'tampil', 'awal', 'cari', 'tingkat', 'kualitas', 'isi', 'lowong', 'standar', 'detail', 'lokasi', 'usaha', 'jelas']"
bagus...utk para pelamar kerja,5,bagusutk para pelamar kerja,"['bagusutk', 'para', 'pelamar', 'kerja']","['bagusutk', 'pelamar', 'kerja']","['bagusutk', 'lamar', 'kerja']"
Keren lokernya masuk di akal dan banyak terpercaya,5,keren lokernya masuk di akal dan banyak terpercaya,"['keren', 'lokernya', 'masuk', 'di', 'akal', 'dan', 'banyak', 'terpercaya']","['keren', 'lokernya', 'masuk', 'akal', 'banyak', 'terpercaya']","['keren', 'lokernya', 'masuk', 'akal', 'banyak', 'percaya']"
"Dari Jobstreet saya pernah mendapat pekerjaan di perusahaan besar Internasional di JakSel. Bahkan tanpa menunggu waktu yang lama, kurang dari 1 bulan dapetnya. Jobstreet sangat membantu, keren. Terima kasih.",5,dari jobstreet saya pernah mendapat pekerjaan di perusahaan besar internasional di jaksel bahkan tanpa menunggu waktu yang lama kurang dari  bulan dapetnya jobstreet sangat membantu keren terima kasih,"['dari', 'jobstreet', 'saya', 'pernah', 'mendapat', 'pekerjaan', 'di', 'perusahaan', 'besar', 'internasional', 'di', 'jaksel', 'bahkan', 'tanpa', 'menunggu', 'waktu', 'yang', 'lama', 'kurang', 'dari', 'bulan', 'dapetnya', 'jobstreet', 'sangat', 'membantu', 'keren', 'terima', 'kasih']","['jobstreet', 'pernah', 'mendapat', 'pekerjaan', 'perusahaan', 'besar', 'internasional', 'jaksel', 'bahkan', 'menunggu', 'waktu', 'lama', 'kurang', 'bulan', 'dapetnya', 'jobstreet', 'sangat', 'membantu', 'keren', 'terima', 'kasih']","['jobstreet', 'pernah', 'dapat', 'kerja', 'usaha', 'besar', 'internasional', 'jaksel', 'bahkan', 'tunggu', 'waktu', 'lama', 'kurang', 'bulan', 'dapetnya', 'jobstreet', 'sangat', 'bantu', 'keren', 'terima', 'kasih']"
Sangat membantu,5,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']"
Op alat berat,5,op alat berat,"['op', 'alat', 'berat']","['op', 'alat', 'berat']","['op', 'alat', 'berat']"
Sangat membantu sekali,5,sangat membantu sekali,"['sangat', 'membantu', 'sekali']","['sangat', 'membantu', 'sekali']","['sangat', 'bantu', 'sekali']"
Sangat membantu,4,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']"
Aplikasi gak jelas disuruh masukin akun google malah error urus dulu itu aplikasi nya banyak bug,1,aplikasi gak jelas disuruh masukin akun google malah error urus dulu itu aplikasi nya banyak bug,"['aplikasi', 'gak', 'jelas', 'disuruh', 'masukin', 'akun', 'google', 'malah', 'error', 'urus', 'dulu', 'itu', 'aplikasi', 'nya', 'banyak', 'bug']","['aplikasi', 'gak', 'jelas', 'disuruh', 'masukin', 'akun', 'google', 'malah', 'error', 'urus', 'dulu', 'aplikasi', 'nya', 'banyak', 'bug']","['aplikasi', 'gak', 'jelas', 'suruh', 'masukin', 'akun', 'google', 'malah', 'error', 'urus', 'dulu', 'aplikasi', 'nya', 'banyak', 'bug']"
Admin...ini gimana ya tdk bisa login ke akun..sudah diulang2 tetap tdk bisa...jadinya hapus aplikasi download lagi tetap tdk bisa Ganti email login juga tdk bisa masuk ke profil..,1,adminini gimana ya tdk bisa login ke akunsudah diulang tetap tdk bisajadinya hapus aplikasi download lagi tetap tdk bisa ganti email login juga tdk bisa masuk ke profil,"['adminini', 'gimana', 'ya', 'tdk', 'bisa', 'login', 'ke', 'akunsudah', 'diulang', 'tetap', 'tdk', 'bisajadinya', 'hapus', 'aplikasi', 'download', 'lagi', 'tetap', 'tdk', 'bisa', 'ganti', 'email', 'login', 'juga', 'tdk', 'bisa', 'masuk', 'ke', 'profil']","['adminini', 'gimana', 'tdk', 'login', 'akunsudah', 'diulang', 'tetap', 'tdk', 'bisajadinya', 'hapus', 'aplikasi', 'download', 'tetap', 'tdk', 'ganti', 'email', 'login', 'tdk', 'masuk', 'profil']","['adminini', 'gimana', 'tdk', 'login', 'akunsudah', 'ulang', 'tetap', 'tdk', 'bisajadinya', 'hapus', 'aplikasi', 'download', 'tetap', 'tdk', 'ganti', 'email', 'login', 'tdk', 'masuk', 'profil']"
Nice Jobstree go to the my Jobs,5,nice jobstree go to the my jobs,"['nice', 'jobstree', 'go', 'to', 'the', 'my', 'jobs']","['nice', 'jobstree', 'go', 'to', 'the', 'my', 'jobs']","['nice', 'jobstree', 'go', 'to', 'the', 'my', 'jobs']"
Operator produksi PT cable ztt Operator produksi pabrik spinning PT yamatex,5,operator produksi pt cable ztt operator produksi pabrik spinning pt yamatex,"['operator', 'produksi', 'pt', 'cable', 'ztt', 'operator', 'produksi', 'pabrik', 'spinning', 'pt', 'yamatex']","['operator', 'produksi', 'pt', 'cable', 'ztt', 'operator', 'produksi', 'pabrik', 'spinning', 'pt', 'yamatex']","['operator', 'produksi', 'pt', 'cable', 'ztt', 'operator', 'produksi', 'pabrik', 'spinning', 'pt', 'yamatex']"
Bermanfaat,5,bermanfaat,['bermanfaat'],['bermanfaat'],['manfaat']
Apliksi ya bagus dan sangat membatu,4,apliksi ya bagus dan sangat membatu,"['apliksi', 'ya', 'bagus', 'dan', 'sangat', 'membatu']","['apliksi', 'bagus', 'sangat', 'membatu']","['apliksi', 'bagus', 'sangat', 'batu']"
Sandat bermanfaat,5,sandat bermanfaat,"['sandat', 'bermanfaat']","['sandat', 'bermanfaat']","['sandat', 'manfaat']"
ok selesai,5,ok selesai,"['ok', 'selesai']",['selesai'],['selesai']
"Sangat bermanfaat untuk yang memiliki pengalaman kerja, GOOD",5,sangat bermanfaat untuk yang memiliki pengalaman kerja good,"['sangat', 'bermanfaat', 'untuk', 'yang', 'memiliki', 'pengalaman', 'kerja', 'good']","['sangat', 'bermanfaat', 'memiliki', 'pengalaman', 'kerja', 'good']","['sangat', 'manfaat', 'milik', 'alam', 'kerja', 'good']"
Ok.. Dicoba Diproses Dinyatakan Dipertimbangkan Diperhatikan.,4,ok dicoba diproses dinyatakan dipertimbangkan diperhatikan,"['ok', 'dicoba', 'diproses', 'dinyatakan', 'dipertimbangkan', 'diperhatikan']","['dicoba', 'diproses', 'dinyatakan', 'dipertimbangkan', 'diperhatikan']","['coba', 'proses', 'nyata', 'timbang', 'perhati']"
Test dlu,3,test dlu,"['test', 'dlu']","['test', 'dlu']","['test', 'dlu']"
"Sekarang aplikasi jobstreet banyak penipuan,kenapa kaga kaya dulu ya cari kerja gampang di aplikasi jobstreet",2,sekarang aplikasi jobstreet banyak penipuankenapa kaga kaya dulu ya cari kerja gampang di aplikasi jobstreet,"['sekarang', 'aplikasi', 'jobstreet', 'banyak', 'penipuankenapa', 'kaga', 'kaya', 'dulu', 'ya', 'cari', 'kerja', 'gampang', 'di', 'aplikasi', 'jobstreet']","['sekarang', 'aplikasi', 'jobstreet', 'banyak', 'penipuankenapa', 'kaga', 'kaya', 'dulu', 'cari', 'kerja', 'gampang', 'aplikasi', 'jobstreet']","['sekarang', 'aplikasi', 'jobstreet', 'banyak', 'penipuankenapa', 'kaga', 'kaya', 'dulu', 'cari', 'kerja', 'gampang', 'aplikasi', 'jobstreet']"
"Saya udah berusaha apply pekerjaan di jobstreet tapi yang gini hasilnya....selalu gak ada kabar dan kejelasan dari perusahaan...sudah capek melamar dan menunggu hasilnya diterima atau tidak....tapi ya begini....main asal tutup-tutup aja perusahaannya....Saya jujur aja sudah sangat sedih, menangis dan kecewa sama jobstreet...tidak ada kejelasan sama sekali....Saya berhenti saja untuk Apps ini....tidak bisa membantu",1,saya udah berusaha apply pekerjaan di jobstreet tapi yang gini hasilnyaselalu gak ada kabar dan kejelasan dari perusahaansudah capek melamar dan menunggu hasilnya diterima atau tidaktapi ya beginimain asal tutuptutup aja perusahaannyasaya jujur aja sudah sangat sedih menangis dan kecewa sama jobstreettidak ada kejelasan sama sekalisaya berhenti saja untuk apps initidak bisa membantu,"['saya', 'udah', 'berusaha', 'apply', 'pekerjaan', 'di', 'jobstreet', 'tapi', 'yang', 'gini', 'hasilnyaselalu', 'gak', 'ada', 'kabar', 'dan', 'kejelasan', 'dari', 'perusahaansudah', 'capek', 'melamar', 'dan', 'menunggu', 'hasilnya', 'diterima', 'atau', 'tidaktapi', 'ya', 'beginimain', 'asal', 'tutuptutup', 'aja', 'perusahaannyasaya', 'jujur', 'aja', 'sudah', 'sangat', 'sedih', 'menangis', 'dan', 'kecewa', 'sama', 'jobstreettidak', 'ada', 'kejelasan', 'sama', 'sekalisaya', 'berhenti', 'saja', 'untuk', 'apps', 'initidak', 'bisa', 'membantu']","['udah', 'berusaha', 'apply', 'pekerjaan', 'jobstreet', 'gini', 'hasilnyaselalu', 'gak', 'kabar', 'kejelasan', 'perusahaansudah', 'capek', 'melamar', 'menunggu', 'hasilnya', 'diterima', 'tidaktapi', 'beginimain', 'asal', 'tutuptutup', 'aja', 'perusahaannyasaya', 'jujur', 'aja', 'sangat', 'sedih', 'menangis', 'kecewa', 'sama', 'jobstreettidak', 'kejelasan', 'sama', 'sekalisaya', 'berhenti', 'apps', 'initidak', 'membantu']","['udah', 'usaha', 'apply', 'kerja', 'jobstreet', 'gin', 'hasilnyaselalu', 'gak', 'kabar', 'jelas', 'perusahaansudah', 'capek', 'lamar', 'tunggu', 'hasil', 'terima', 'tidaktapi', 'beginimain', 'asal', 'tutuptutup', 'aja', 'perusahaannyasaya', 'jujur', 'aja', 'sangat', 'sedih', 'menang', 'kecewa', 'sama', 'jobstreettidak', 'jelas', 'sama', 'sekalisaya', 'henti', 'apps', 'initidak', 'bantu']"
Udah lamar di banyak di aplikasi ini. Pengalaman ada tapi selalu gak ada panggilan heran nyesel sih donwload,1,udah lamar di banyak di aplikasi ini pengalaman ada tapi selalu gak ada panggilan heran nyesel sih donwload,"['udah', 'lamar', 'di', 'banyak', 'di', 'aplikasi', 'ini', 'pengalaman', 'ada', 'tapi', 'selalu', 'gak', 'ada', 'panggilan', 'heran', 'nyesel', 'sih', 'donwload']","['udah', 'lamar', 'banyak', 'aplikasi', 'pengalaman', 'selalu', 'gak', 'panggilan', 'heran', 'nyesel', 'sih', 'donwload']","['udah', 'lamar', 'banyak', 'aplikasi', 'alam', 'selalu', 'gak', 'panggil', 'heran', 'nyesel', 'sih', 'donwload']"
Lumayan membantu dlm pencarian job 🙂,4,lumayan membantu dlm pencarian job 🙂,"['lumayan', 'membantu', 'dlm', 'pencarian', 'job', '🙂']","['lumayan', 'membantu', 'dlm', 'pencarian', 'job', '🙂']","['lumayan', 'bantu', 'dlm', 'cari', 'job', '']"
"ngegelar lowongan kok ujung""nya tutup mulu, padahal banyak orang yg berharap bisa dapat kerjaan dari aplikasi ini loh",1,ngegelar lowongan kok ujungnya tutup mulu padahal banyak orang yg berharap bisa dapat kerjaan dari aplikasi ini loh,"['ngegelar', 'lowongan', 'kok', 'ujungnya', 'tutup', 'mulu', 'padahal', 'banyak', 'orang', 'yg', 'berharap', 'bisa', 'dapat', 'kerjaan', 'dari', 'aplikasi', 'ini', 'loh']","['ngegelar', 'lowongan', 'kok', 'ujungnya', 'tutup', 'mulu', 'padahal', 'banyak', 'orang', 'yg', 'berharap', 'kerjaan', 'aplikasi', 'loh']","['ngegelar', 'lowong', 'kok', 'ujung', 'tutup', 'mulu', 'padahal', 'banyak', 'orang', 'yg', 'harap', 'kerja', 'aplikasi', 'loh']"
Mantap Caur:),5,mantap caur,"['mantap', 'caur']","['mantap', 'caur']","['mantap', 'caur']"
"Hati- hati sekarang melamar dijobstreet sudah banyak penipuan, gaji yg tertera tidak sesuai... Pas Sudah datang jauh2 untuk interview diinfo bahwa tidak ada gajinya.. Buang2 waktu saja, penipuan .",1,hati hati sekarang melamar dijobstreet sudah banyak penipuan gaji yg tertera tidak sesuai pas sudah datang jauh untuk interview diinfo bahwa tidak ada gajinya buang waktu saja penipuan,"['hati', 'hati', 'sekarang', 'melamar', 'dijobstreet', 'sudah', 'banyak', 'penipuan', 'gaji', 'yg', 'tertera', 'tidak', 'sesuai', 'pas', 'sudah', 'datang', 'jauh', 'untuk', 'interview', 'diinfo', 'bahwa', 'tidak', 'ada', 'gajinya', 'buang', 'waktu', 'saja', 'penipuan']","['hati', 'hati', 'sekarang', 'melamar', 'dijobstreet', 'banyak', 'penipuan', 'gaji', 'yg', 'tertera', 'sesuai', 'pas', 'datang', 'jauh', 'interview', 'diinfo', 'gajinya', 'buang', 'waktu', 'penipuan']","['hati', 'hati', 'sekarang', 'lamar', 'dijobstreet', 'banyak', 'tipu', 'gaji', 'yg', 'tera', 'sesuai', 'pas', 'datang', 'jauh', 'interview', 'info', 'gaji', 'buang', 'waktu', 'tipu']"
"Aplikasi gajelas tiap yg di lamar sudah tutup, trus ngapain di posting, Mending aplikasi glints lebih bagus real",1,aplikasi gajelas tiap yg di lamar sudah tutup trus ngapain di posting mending aplikasi glints lebih bagus real,"['aplikasi', 'gajelas', 'tiap', 'yg', 'di', 'lamar', 'sudah', 'tutup', 'trus', 'ngapain', 'di', 'posting', 'mending', 'aplikasi', 'glints', 'lebih', 'bagus', 'real']","['aplikasi', 'gajelas', 'tiap', 'yg', 'lamar', 'tutup', 'trus', 'ngapain', 'posting', 'mending', 'aplikasi', 'glints', 'lebih', 'bagus', 'real']","['aplikasi', 'gajelas', 'tiap', 'yg', 'lamar', 'tutup', 'trus', 'ngapain', 'posting', 'mending', 'aplikasi', 'glints', 'lebih', 'bagus', 'real']"
Selalu error saat digunakan,1,selalu error saat digunakan,"['selalu', 'error', 'saat', 'digunakan']","['selalu', 'error', 'digunakan']","['selalu', 'error', 'guna']"
Temukan di perusahaan PT pabrik sawit seluruh Indonesia dan di pelosok2. Karenah banyak perusahaan yg tidak ada di jobstreet,2,temukan di perusahaan pt pabrik sawit seluruh indonesia dan di pelosok karenah banyak perusahaan yg tidak ada di jobstreet,"['temukan', 'di', 'perusahaan', 'pt', 'pabrik', 'sawit', 'seluruh', 'indonesia', 'dan', 'di', 'pelosok', 'karenah', 'banyak', 'perusahaan', 'yg', 'tidak', 'ada', 'di', 'jobstreet']","['temukan', 'perusahaan', 'pt', 'pabrik', 'sawit', 'seluruh', 'indonesia', 'pelosok', 'karenah', 'banyak', 'perusahaan', 'yg', 'jobstreet']","['temu', 'usaha', 'pt', 'pabrik', 'sawit', 'seluruh', 'indonesia', 'pelosok', 'karenah', 'banyak', 'usaha', 'yg', 'jobstreet']"
"Aplikasinya bagus tapi ada beberapa perusahaan bodong/penipuan, perlu di ketatin proses pembukaan lowongan kerja dari perusahaannya, soalnya saya kena 2 perusahaan bodong/penipuan nama perusahaannya jga beda², untung saya cari tau dlu😌",1,aplikasinya bagus tapi ada beberapa perusahaan bodongpenipuan perlu di ketatin proses pembukaan lowongan kerja dari perusahaannya soalnya saya kena  perusahaan bodongpenipuan nama perusahaannya jga beda² untung saya cari tau dlu😌,"['aplikasinya', 'bagus', 'tapi', 'ada', 'beberapa', 'perusahaan', 'bodongpenipuan', 'perlu', 'di', 'ketatin', 'proses', 'pembukaan', 'lowongan', 'kerja', 'dari', 'perusahaannya', 'soalnya', 'saya', 'kena', 'perusahaan', 'bodongpenipuan', 'nama', 'perusahaannya', 'jga', 'beda²', 'untung', 'saya', 'cari', 'tau', 'dlu😌']","['aplikasinya', 'bagus', 'beberapa', 'perusahaan', 'bodongpenipuan', 'perlu', 'ketatin', 'proses', 'pembukaan', 'lowongan', 'kerja', 'perusahaannya', 'soalnya', 'kena', 'perusahaan', 'bodongpenipuan', 'nama', 'perusahaannya', 'jga', 'beda²', 'untung', 'cari', 'tau', 'dlu😌']","['aplikasi', 'bagus', 'beberapa', 'usaha', 'bodongpenipuan', 'perlu', 'ketatin', 'proses', 'buka', 'lowong', 'kerja', 'usaha', 'soal', 'kena', 'usaha', 'bodongpenipuan', 'nama', 'usaha', 'jga', 'beda', 'untung', 'cari', 'tau', 'dlu']"
Mau tanya kenapa saya tidak bisa ganti email yang saya daftarkan di akun jobstreet saya?,1,mau tanya kenapa saya tidak bisa ganti email yang saya daftarkan di akun jobstreet saya,"['mau', 'tanya', 'kenapa', 'saya', 'tidak', 'bisa', 'ganti', 'email', 'yang', 'saya', 'daftarkan', 'di', 'akun', 'jobstreet', 'saya']","['mau', 'tanya', 'ganti', 'email', 'daftarkan', 'akun', 'jobstreet']","['mau', 'tanya', 'ganti', 'email', 'daftar', 'akun', 'jobstreet']"
Semoga bnyak yg dapat kerja di aplikasi ini,5,semoga bnyak yg dapat kerja di aplikasi ini,"['semoga', 'bnyak', 'yg', 'dapat', 'kerja', 'di', 'aplikasi', 'ini']","['semoga', 'bnyak', 'yg', 'kerja', 'aplikasi']","['moga', 'bnyak', 'yg', 'kerja', 'aplikasi']"
"bagus, tapi 50% job scam",4,bagus tapi  job scam,"['bagus', 'tapi', 'job', 'scam']","['bagus', 'job', 'scam']","['bagus', 'job', 'scam']"
Aplikasi jobstreet sangat bagus...penghubung antara pencari kerja dgn perusahaan..tapi kenapa aplikasi jobstreet qu tdk bisa login utk kirim lamaran kerja..,5,aplikasi jobstreet sangat baguspenghubung antara pencari kerja dgn perusahaantapi kenapa aplikasi jobstreet qu tdk bisa login utk kirim lamaran kerja,"['aplikasi', 'jobstreet', 'sangat', 'baguspenghubung', 'antara', 'pencari', 'kerja', 'dgn', 'perusahaantapi', 'kenapa', 'aplikasi', 'jobstreet', 'qu', 'tdk', 'bisa', 'login', 'utk', 'kirim', 'lamaran', 'kerja']","['aplikasi', 'jobstreet', 'sangat', 'baguspenghubung', 'pencari', 'kerja', 'dgn', 'perusahaantapi', 'aplikasi', 'jobstreet', 'qu', 'tdk', 'login', 'utk', 'kirim', 'lamaran', 'kerja']","['aplikasi', 'jobstreet', 'sangat', 'baguspenghubung', 'cari', 'kerja', 'dgn', 'perusahaantapi', 'aplikasi', 'jobstreet', 'qu', 'tdk', 'login', 'utk', 'kirim', 'lamar', 'kerja']"
